second,microsecond,d20 roll
56,742079,16
56,743076,14
56,743076,17
56,743076,20
56,744075,15
56,746076,15
56,746076,1
56,747086,1
56,747086,20
56,748063,17
56,748063,12
56,748063,17
56,749062,20
56,749062,16
56,750060,19
56,750060,16
56,750060,9
56,751056,8
56,751056,8
56,751056,11
56,752053,9
56,752053,11
56,752053,11
56,752053,12
56,753050,11
56,753050,2
56,753050,17
56,754047,16
56,754047,13
56,754047,14
56,754047,13
56,755044,11
56,755044,16
56,755044,10
56,756042,15
56,756042,5
56,756042,15
56,757041,6
56,757041,14
56,757041,10
56,758037,5
56,758037,13
56,758037,6
56,759034,15
56,759034,2
56,759034,7
56,760032,8
56,760032,9
56,761036,20
56,762029,3
56,763029,13
56,763029,13
56,764021,13
56,764021,6
56,764021,3
56,764021,12
56,765019,9
56,765019,9
56,765019,17
56,766016,7
56,766016,20
56,766016,11
56,767014,1
56,767014,1
56,767014,3
56,768011,20
56,768011,4
56,768011,20
56,769007,5
56,769007,8
56,769007,8
56,769007,15
56,770004,10
56,770004,18
56,770004,14
56,771002,17
56,771002,13
56,771002,10
56,771002,4
56,772000,7
56,772000,12
56,772000,10
56,772996,10
56,772996,10
56,772996,15
56,773995,15
56,773995,3
56,773995,17
56,774991,7
56,774991,8
56,774991,6
56,774991,1
56,775991,5
56,775991,2
56,775991,20
56,776986,8
56,776986,20
56,777986,8
56,777986,19
56,777986,11
56,778980,8
56,778980,11
56,778980,17
56,779979,9
56,779979,12
56,779979,9
56,780976,2
56,780976,17
56,780976,11
56,781973,7
56,781973,14
56,781973,3
56,782970,5
56,782970,8
56,782970,10
56,783967,8
56,783967,7
56,783967,18
56,783967,10
56,784966,7
56,784966,17
56,784966,14
56,785962,6
56,785962,16
56,785962,19
56,786959,12
56,786959,18
56,786959,8
56,786959,2
56,787956,9
56,787956,17
56,787956,12
56,788954,2
56,788954,10
56,788954,10
56,788954,12
56,789951,4
56,789951,1
56,789951,18
56,789951,16
56,790949,16
56,790949,4
56,791946,12
56,791946,17
56,791946,10
56,792943,3
56,792943,12
56,792943,2
56,793941,15
56,793941,8
56,794939,1
56,794939,4
56,794939,10
56,795936,14
56,795936,15
56,795936,1
56,796935,9
56,796935,13
56,796935,16
56,797931,7
56,797931,16
56,798929,7
56,798929,16
56,798929,7
56,799925,10
56,799925,8
56,799925,15
56,800924,2
56,800924,15
56,801921,20
56,801921,2
56,802920,2
56,802920,19
56,802920,14
56,803915,6
56,803915,1
56,803915,19
56,803915,8
56,804912,6
56,804912,10
56,804912,19
56,805908,2
56,805908,19
56,805908,17
56,806907,5
56,806907,16
56,806907,4
56,807903,18
56,807903,9
56,807903,11
56,807903,1
56,808901,2
56,808901,14
56,808901,4
56,809899,13
56,809899,17
56,809899,14
56,810896,15
56,810896,13
56,810896,13
56,811893,16
56,811893,18
56,811893,9
56,812890,11
56,812890,20
56,812890,6
56,812890,19
56,813888,9
56,813888,12
56,813888,19
56,814884,15
56,814884,9
56,814884,3
56,815882,8
56,815882,1
56,815882,5
56,815882,14
56,816879,7
56,816879,12
56,816879,19
56,816879,17
56,817876,4
56,817876,9
56,817876,14
56,818874,12
56,818874,5
56,818874,17
56,818874,12
56,819871,2
56,819871,16
56,819871,6
56,820869,9
56,820869,5
56,820869,8
56,820869,17
56,821866,3
56,821866,14
56,821866,17
56,822863,19
56,822863,8
56,822863,6
56,823861,9
56,823861,4
56,823861,13
56,824858,6
56,824858,6
56,824858,15
56,825855,4
56,825855,6
56,825855,8
56,825855,17
56,826853,16
56,826853,12
56,827851,20
56,827851,20
56,827851,16
56,828849,7
56,828849,9
56,828849,7
56,829846,9
56,829846,3
56,829846,6
56,829846,14
56,830843,13
56,830843,7
56,830843,16
56,831840,15
56,831840,14
56,831840,20
56,832837,15
56,832837,18
56,832837,9
56,833835,17
56,833835,14
56,834831,13
56,834831,12
56,834831,20
56,835829,16
56,835829,4
56,835829,8
56,835829,11
56,836825,10
56,836825,16
56,836825,11
56,837823,16
56,837823,15
56,837823,19
56,837823,11
56,838820,20
56,838820,18
56,838820,19
56,839817,11
56,839817,7
56,839817,19
56,839817,1
56,840815,7
56,840815,1
56,840815,14
56,840815,9
56,841812,6
56,841812,20
56,841812,2
56,842809,18
56,842809,10
56,842809,19
56,843807,6
56,843807,18
56,844806,3
56,844806,20
56,844806,3
56,845802,11
56,845802,9
56,845802,2
56,846799,18
56,846799,15
56,846799,11
56,847797,5
56,847797,3
56,847797,4
56,847797,18
56,848794,17
56,848794,15
56,849794,13
56,849794,10
56,850790,17
56,850790,5
56,851785,8
56,851785,9
56,851785,9
56,852783,4
56,852783,9
56,853780,13
56,853780,17
56,853780,19
56,853780,19
56,854778,14
56,854778,16
56,854778,5
56,855775,3
56,855775,17
56,855775,15
56,856773,7
56,856773,14
56,856773,5
56,856773,5
56,857770,12
56,857770,13
56,857770,3
56,858767,13
56,858767,12
56,858767,19
56,859764,17
56,859764,9
56,859764,12
56,859764,17
56,860763,15
56,860763,11
56,861759,7
56,861759,16
56,861759,9
56,862757,16
56,862757,2
56,862757,10
56,863754,4
56,863754,7
56,863754,20
56,863754,14
56,864751,20
56,864751,4
56,864751,8
56,865748,7
56,865748,8
56,866746,2
56,866746,14
56,867743,7
56,867743,18
56,867743,9
56,868740,15
56,868740,3
56,868740,2
56,869738,13
56,869738,13
56,869738,9
56,870735,12
56,870735,9
56,870735,12
56,871732,12
56,871732,6
56,871732,6
56,872730,14
56,872730,20
56,872730,1
56,873728,9
56,873728,1
56,873728,9
56,874725,6
56,874725,6
56,874725,11
56,875723,18
56,875723,1
56,875723,3
56,875723,20
56,876719,17
56,876719,2
56,876719,13
56,877718,2
56,877718,16
56,878715,8
56,878715,6
56,878715,5
56,879711,11
56,879711,1
56,879711,20
56,879711,10
56,880710,15
56,880710,9
56,880710,10
56,881707,10
56,881707,2
56,881707,5
56,881707,2
56,882704,20
56,882704,7
56,883708,9
56,883708,11
56,884702,9
56,884702,1
56,884702,18
56,885695,5
56,885695,9
56,885695,14
56,885695,16
56,886693,18
56,886693,7
56,886693,15
56,886693,1
56,887690,13
56,887690,6
56,887690,19
56,888688,4
56,888688,13
56,888688,8
56,888688,6
56,889685,16
56,889685,8
56,889685,17
56,889685,6
56,890682,18
56,890682,16
56,890682,8
56,891679,20
56,891679,6
56,891679,4
56,891679,8
56,892676,10
56,892676,19
56,892676,8
56,893677,6
56,893677,2
56,894676,4
56,894676,18
56,894676,11
56,895669,17
56,895669,7
56,895669,10
56,896666,4
56,896666,13
56,896666,2
56,897663,4
56,897663,16
56,897663,18
56,898660,8
56,898660,16
56,898660,3
56,898660,7
56,899659,19
56,899659,3
56,900661,8
56,900661,15
56,901659,2
56,901659,6
56,902651,6
56,902651,2
56,902651,6
56,903648,4
56,903648,19
56,903648,11
56,903648,10
56,904645,5
56,904645,12
56,904645,1
56,905643,4
56,905643,11
56,905643,10
56,906639,2
56,906639,10
56,906639,9
56,906639,15
56,907636,11
56,907636,13
56,907636,12
56,908635,13
56,908635,5
56,908635,17
56,908635,7
56,909631,1
56,909631,7
56,909631,4
56,910629,4
56,910629,17
56,911626,13
56,911626,12
56,911626,11
56,912624,15
56,912624,7
56,912624,4
56,913621,15
56,913621,10
56,914617,13
56,914617,1
56,914617,2
56,915616,6
56,915616,16
56,915616,5
56,915616,7
56,916614,20
56,916614,12
56,916614,9
56,917615,20
56,917615,13
56,918608,16
56,918608,16
56,918608,15
56,919604,13
56,919604,1
56,919604,3
56,920602,15
56,920602,19
56,921599,5
56,921599,1
56,921599,16
56,922597,19
56,922597,13
56,922597,5
56,923594,19
56,923594,10
56,923594,1
56,924592,15
56,924592,6
56,924592,1
56,925589,19
56,925589,8
56,925589,13
56,926586,1
56,926586,17
56,927585,3
56,927585,12
56,928604,8
56,928604,4
56,929579,14
56,929579,16
56,929579,8
56,930576,11
56,930576,10
56,931573,7
56,931573,16
56,931573,9
56,932570,12
56,932570,3
56,932570,14
56,933568,4
56,933568,19
56,933568,19
56,934564,2
56,934564,15
56,934564,1
56,934564,3
56,935562,16
56,935562,9
56,935562,4
56,936559,15
56,936559,17
56,936559,11
56,937557,5
56,937557,17
56,937557,4
56,937557,19
56,938554,1
56,938554,9
56,938554,10
56,939553,9
56,939553,10
56,939553,8
56,939553,3
56,940548,19
56,940548,4
56,940548,4
56,941546,1
56,941546,3
56,941546,5
56,941546,5
56,942543,19
56,942543,9
56,942543,15
56,943541,15
56,943541,20
56,943541,2
56,944538,16
56,944538,20
56,944538,13
56,945535,2
56,945535,5
56,945535,2
56,946534,2
56,946534,16
56,946534,15
56,947530,18
56,947530,16
56,947530,1
56,947530,15
56,948527,13
56,948527,18
56,948527,12
56,949525,16
56,949525,20
56,949525,10
56,949525,17
56,950522,1
56,950522,19
56,950522,4
56,951520,15
56,951520,18
56,951520,2
56,952518,2
56,952518,13
56,953515,16
56,953515,4
56,953515,4
56,954512,17
56,954512,15
56,954512,6
56,955510,7
56,955510,19
56,956506,13
56,956506,18
56,956506,9
56,957504,19
56,957504,18
56,957504,1
56,958501,11
56,958501,9
56,959499,19
56,959499,4
56,959499,17
56,960497,11
56,960497,1
56,961495,9
56,961495,10
56,961495,19
56,962490,15
56,962490,5
56,962490,19
56,962490,11
56,963487,16
56,963487,7
56,963487,4
56,964484,13
56,964484,1
56,964484,19
56,964484,10
56,965482,4
56,965482,6
56,965482,17
56,966479,4
56,966479,9
56,966479,8
56,966479,19
56,967477,1
56,967477,6
56,967477,17
56,968474,7
56,968474,3
56,968474,15
56,968474,5
56,969472,17
56,969472,13
56,969472,14
56,970470,7
56,970470,10
56,971467,13
56,971467,5
56,971467,4
56,972465,10
56,972465,3
56,972465,9
56,973461,8
56,973461,6
56,973461,4
56,974460,12
56,974460,11
56,974460,12
56,974460,9
56,975457,10
56,975457,11
56,975457,16
56,976454,4
56,976454,15
56,977450,12
56,977450,18
56,977450,16
56,977450,13
56,978448,11
56,978448,16
56,978448,1
56,979446,12
56,979446,20
56,980444,14
56,980444,10
56,980444,14
56,980444,18
56,981440,16
56,981440,16
56,982437,14
56,982437,20
56,982437,16
56,982437,3
56,983435,10
56,983435,14
56,983435,10
56,984431,7
56,984431,2
56,984431,7
56,984431,9
56,985429,16
56,985429,13
56,985429,14
56,986426,2
56,986426,18
56,986426,1
56,987425,14
56,987425,1
56,988421,17
56,988421,1
56,989418,7
56,989418,15
56,989418,1
56,989418,6
56,990415,11
56,990415,20
56,991413,17
56,991413,16
56,991413,6
56,992410,8
56,992410,18
56,992410,6
56,992410,14
56,993407,10
56,993407,18
56,993407,16
56,993407,14
56,994405,13
56,994405,7
56,994405,12
56,995403,6
56,995403,9
56,995403,10
56,996400,12
56,996400,15
56,996400,12
56,996400,5
56,997397,7
56,997397,19
56,997397,19
56,998393,5
56,998393,10
56,998393,1
56,998393,5
56,999391,2
56,999391,5
56,999391,2
56,999391,1
57,388,2
57,388,14
57,388,20
57,388,2
57,1385,17
57,1385,15
57,1385,15
57,2383,11
57,2383,11
57,2383,10
57,3381,4
57,3381,14
57,3381,20
57,3381,10
57,4378,16
57,4378,15
57,4378,4
57,5376,8
57,5376,20
57,5376,19
57,6373,4
57,6373,6
57,7371,13
57,7371,5
57,7371,5
57,8369,20
57,8369,9
57,8369,7
57,9366,13
57,9366,7
57,9366,6
57,10368,8
57,10368,5
57,11363,11
57,11363,11
57,11363,3
57,12357,17
57,12357,17
57,12357,14
57,13355,10
57,13355,16
57,13355,13
57,14351,2
57,14351,18
57,14351,19
57,15352,16
57,15352,15
57,15352,11
57,16346,9
57,16346,13
57,16346,4
57,17345,3
57,17345,1
57,17345,10
57,18341,15
57,18341,12
57,18341,8
57,19339,10
57,19339,20
57,19339,17
57,20336,9
57,20336,3
57,21334,7
57,21334,2
57,21334,7
57,22331,14
57,22331,16
57,23328,15
57,23328,14
57,24325,10
57,24325,13
57,24325,12
57,25322,4
57,25322,14
57,25322,11
57,26320,15
57,26320,9
57,26320,18
57,27318,10
57,27318,2
57,28315,16
57,28315,1
57,28315,19
57,29311,1
57,29311,12
57,29311,6
57,29311,17
57,30309,2
57,30309,8
57,30309,15
57,31306,17
57,31306,7
57,31306,2
57,31306,3
57,32305,11
57,32305,11
57,32305,6
57,33301,1
57,33301,6
57,33301,19
57,33301,18
57,34298,6
57,34298,14
57,34298,20
57,34298,12
57,35295,14
57,35295,3
57,35295,13
57,35295,18
57,36293,15
57,36293,2
57,36293,12
57,37290,6
57,37290,10
57,37290,19
57,37290,6
57,38288,4
57,38288,4
57,38288,9
57,38288,12
57,39285,17
57,39285,16
57,39285,13
57,40283,20
57,40283,12
57,40283,3
57,40283,11
57,41280,18
57,41280,3
57,41280,4
57,41280,9
57,42277,14
57,42277,5
57,42277,13
57,42277,17
57,43274,17
57,43274,3
57,43274,17
57,44273,2
57,44273,14
57,44273,1
57,44273,5
57,45270,8
57,45270,19
57,45270,20
57,46267,2
57,46267,11
57,46267,1
57,46267,18
57,47264,8
57,47264,18
57,47264,2
57,47264,11
57,48262,8
57,48262,18
57,48262,16
57,49259,5
57,49259,2
57,49259,6
57,49259,20
57,50257,1
57,50257,13
57,50257,14
57,50257,11
57,51253,20
57,51253,11
57,51253,13
57,52250,4
57,52250,11
57,52250,5
57,52250,19
57,53248,14
57,53248,20
57,53248,5
57,53248,16
57,54247,15
57,54247,3
57,54247,13
57,55244,15
57,55244,1
57,55244,8
57,55244,7
57,56240,16
57,56240,19
57,56240,8
57,56240,3
57,57237,17
57,57237,2
57,57237,14
57,57237,1
57,58234,8
57,58234,3
57,58234,5
57,58234,8
57,59231,17
57,59231,9
57,59231,3
57,60229,5
57,60229,5
57,60229,14
57,60229,2
57,61226,15
57,61226,11
57,61226,6
57,61226,19
57,62223,16
57,62223,16
57,62223,14
57,63221,20
57,63221,19
57,63221,12
57,63221,17
57,64218,12
57,64218,8
57,64218,1
57,64218,5
57,65215,10
57,65215,6
57,65215,3
57,65215,20
The program simulated 1000 dice rolls  in 0.3251311779022217 seconds.
The mean average of these numbers is 10.56
The mean roll is 11 
"The longest strings of repeats were rolls of [13, 10]. Each were rolled 3 times in a row."
Below are Most Common Roll(s) and Times that # was Rolled
{16: 62}
